Transaction_ID,Amount,Transaction_Type,Merchant,Location,Hour,Day_of_Week,Account_Type,Fraudulent
1149,852.0759118032995,Credit,Target,International,4,Sunday,Business,0
1150,868.6212589502044,Debit,Target,International,3,Saturday,Personal,0
1151,711.2793469478844,Debit,Walmart,Local,1,Tuesday,Business,0
1152,838.6431950800353,Credit,Target,Local,15,Monday,Personal,0
1153,700.4967470525908,Debit,Walmart,International,6,Saturday,Business,0
1154,683.3393640426974,Debit,Amazon,International,7,Friday,Business,0
1155,622.4252644330325,Debit,Walmart,International,7,Wednesday,Personal,0
1156,755.1894731620648,Debit,Walmart,International,1,Wednesday,Personal,0
1157,167.01905424014296,Debit,Amazon,International,14,Wednesday,Business,0
1158,882.0620516069391,Debit,Walmart,International,4,Tuesday,Personal,0
1159,873.1250924677797,Debit,Walmart,International,18,Tuesday,Business,0
1160,38.95481020421356,Credit,Target,Local,9,Wednesday,Personal,0
1161,827.5585831,Credit,Walmart,International,8,Wednesday,Personal,0
1162,137.58116879871073,Debit,Target,International,21,Monday,Business,0
1163,341.7676657165505,Credit,Walmart,International,19,Thursday,Personal,0
1164,746.0731737286917,Debit,Amazon,International,7,Saturday,Business,0
1165,169.15229708782513,Credit,Amazon,Local,4,Saturday,Business,0
1166,819.7873538778716,Debit,Walmart,International,18,Monday,Personal,0
1167,833.8128361781645,Credit,Target,Local,12,Wednesday,Personal,0
1168,512.3930564232278,Debit,Walmart,Local,13,Sunday,Business,0
1169,16.322012999665244,Credit,Target,Local,7,Tuesday,Business,0
1170,294.16775184316367,Credit,Walmart,International,15,Tuesday,Business,0
1171,620.7576491919848,Debit,Amazon,International,21,Wednesday,Business,0
1172,981.3743162471492,Debit,Amazon,Local,4,Thursday,Business,0
1173,635.4953917465017,Credit,Target,Local,0,Friday,Personal,0
1174,267.2055452535182,Credit,Walmart,International,18,Friday,Business,0
1175,637.6656460686153,Debit,Target,Local,22,Monday,Business,0
1176,544.5855259186969,Credit,Amazon,Local,18,Saturday,Business,0
1177,782.0469411996322,Debit,Target,International,16,Thursday,Business,0
1178,115.91083243868883,Credit,Walmart,International,23,Friday,Business,0
1179,763.4176234770077,Credit,Target,Local,22,Thursday,Business,0
1180,545.8539128893492,Debit,Walmart,Local,20,Tuesday,Business,0
1181,963.3620838204047,Debit,Walmart,International,9,Tuesday,Business,0
1182,348.45344437829925,Debit,Amazon,International,4,Sunday,Business,0
1183,636.2956742026087,Credit,Walmart,International,21,Thursday,Business,0
1184,932.7078244549173,Credit,Walmart,Local,6,Wednesday,Personal,0
1185,111.48463071077246,Credit,Walmart,International,15,Friday,Personal,0
1186,937.8562023640866,Debit,Target,Local,2,Friday,Personal,0
1187,691.0068650778052,Credit,Amazon,Local,11,Tuesday,Business,1
1188,77.15868851412019,Credit,Target,International,13,Sunday,Business,0
1189,307.9539312773481,Debit,Target,International,19,Sunday,Business,0
1190,711.0903677588287,Credit,Amazon,International,0,Saturday,Business,0
1191,76.67709545408398,Credit,Target,International,6,Monday,Business,0
1192,586.3487555745105,Debit,Target,Local,17,Friday,Personal,0
1193,352.42422638342714,Debit,Walmart,Local,22,Tuesday,Business,0
1194,624.7063625898023,Debit,Target,Local,21,Sunday,Business,0
1195,55.28461347438772,Debit,Amazon,Local,3,Tuesday,Business,0
1196,872.8214380908526,Debit,Target,International,15,Thursday,Business,0
1197,973.7540794856229,Debit,Walmart,Local,10,Thursday,Business,0
1198,969.1890767328346,Debit,Target,International,17,Saturday,Business,0
1199,752.1553134254955,Debit,Amazon,International,22,Thursday,Personal,0
1200,138.78537772932566,Debit,Walmart,Local,15,Monday,Business,0
1201,760.6805639697324,Credit,Target,Local,6,Sunday,Personal,0
1202,34.341047294213496,Debit,Amazon,Local,20,Friday,Business,0
1203,31.90231601370728,Debit,Amazon,Local,2,Monday,Business,0
1204,330.3741169580458,Credit,Target,Local,4,Sunday,Business,0
1205,493.75675850061907,Debit,Target,International,17,Monday,Personal,0
1206,772.7033436297153,Credit,Walmart,International,16,Thursday,Business,0
1207,686.4624228404401,Credit,Target,Local,0,Saturday,Personal,0
1208,451.44367931298086,Debit,Walmart,Local,15,Tuesday,Business,0
1209,280.89039961884924,Credit,Target,Local,14,Wednesday,Business,0
1210,997.1532552,Debit,Amazon,Local,12,Tuesday,Business,0
1211,431.9194892136132,Debit,Amazon,Local,6,Tuesday,Business,0
1212,456.87315408637875,Credit,Amazon,Local,2,Tuesday,Personal,0
1213,171.9875829797525,Credit,Amazon,International,23,Tuesday,Business,0
1214,796.8614532624301,Credit,Walmart,International,22,Monday,Personal,0
1215,696.7454035236738,Debit,Amazon,Local,12,Thursday,Personal,1
1216,228.56191666087278,Debit,Walmart,Local,15,Thursday,Business,0
1217,91.55723515968427,Credit,Walmart,International,22,Tuesday,Personal,0
1218,683.6943091,Debit,Walmart,Local,0,Wednesday,Personal,0
1219,657.9661021383239,Debit,Target,Local,0,Friday,Business,0
1220,280.5269317282272,Credit,Walmart,Local,15,Tuesday,Personal,0
1221,951.3549266279063,Credit,Target,International,1,Tuesday,Personal,0
1222,159.54731286309124,Credit,Walmart,Local,17,Wednesday,Business,0
1223,438.0114530321759,Credit,Target,International,20,Monday,Business,0
1224,944.1797609659229,Credit,Target,Local,22,Tuesday,Personal,0
1225,425.53004375686106,Credit,Amazon,Local,17,Wednesday,Personal,0
1226,642.1406881874447,Credit,Walmart,International,4,Monday,Personal,0
1227,403.6184539831663,Credit,Target,Local,4,Monday,Personal,0
1228,281.47305032518335,Credit,Amazon,International,7,Saturday,Personal,0
1229,984.1378714802299,Credit,Walmart,International,8,Sunday,Business,0
1230,415.2406662518926,Debit,Amazon,Local,23,Sunday,Personal,1
1231,895.1582116423431,Debit,Target,International,13,Saturday,Personal,0
1232,237.6550598321753,Credit,Amazon,International,12,Saturday,Business,0
1233,220.97365698483247,Debit,Amazon,Local,17,Tuesday,Business,0
1234,40.82274205566625,Debit,Walmart,Local,3,Sunday,Personal,0
1235,655.1501571221262,Debit,Target,Local,17,Monday,Business,0
1236,374.84108028652355,Debit,Walmart,International,21,Tuesday,Personal,0
1237,865.7146673412407,Debit,Walmart,Local,19,Tuesday,Business,0
1238,478.47780762464157,Debit,Amazon,Local,14,Thursday,Business,0
1239,968.5114936355745,Credit,Target,Local,6,Friday,Business,0
1240,193.67026054608993,Credit,Walmart,Local,12,Friday,Business,0
1241,869.9369362760547,Debit,Target,International,1,Thursday,Business,0
1242,778.8308842638243,Debit,Walmart,Local,8,Sunday,Personal,0
1243,773.2126261976115,Credit,Amazon,Local,4,Tuesday,Personal,0
1244,846.3353958357188,Debit,Walmart,Local,0,Wednesday,Business,0
1245,763.4137510335689,Debit,Walmart,Local,18,Monday,Business,0
1246,629.9581184151012,Debit,Walmart,Local,19,Thursday,Business,0
1247,139.9324289055637,Debit,Target,International,18,Saturday,Business,0
1248,42.200917696339395,Debit,Amazon,Local,21,Thursday,Personal,0
1249,921.6393693,Credit,Target,Local,12,Thursday,Business,0
1250,620.4838113755306,Credit,Walmart,International,5,Sunday,Business,0
1251,798.5719180664146,Debit,Amazon,Local,9,Sunday,Personal,0
1252,486.70712799742455,Credit,Target,International,10,Thursday,Business,0
1253,126.13510707277054,Debit,Walmart,International,22,Friday,Personal,1
1254,133.93393428052494,Debit,Amazon,International,15,Tuesday,Business,0
1255,688.7096343566817,Debit,Amazon,International,22,Thursday,Business,0
1256,436.00283595046807,Debit,Walmart,Local,0,Thursday,Personal,0
1257,208.51947943333334,Debit,Amazon,Local,18,Thursday,Business,0
1258,496.6786012740225,Debit,Amazon,International,4,Wednesday,Personal,0
1259,73.56684770438275,Debit,Target,International,5,Wednesday,Personal,1
1260,586.1516878952548,Debit,Amazon,International,5,Monday,Personal,0
1261,276.30347039074667,Debit,Target,International,4,Tuesday,Personal,0
1262,799.5835096308163,Credit,Target,International,5,Thursday,Business,0
1263,317.2583393,Debit,Target,Local,12,Monday,Business,0
1264,460.6679475909832,Credit,Target,International,0,Sunday,Personal,0
1265,21.50433450901963,Credit,Amazon,Local,0,Saturday,Personal,0
1266,81.72241892,Debit,Amazon,International,13,Monday,Personal,0
1267,398.5686208,Credit,Target,International,7,Saturday,Personal,0
1268,485.1394463699523,Debit,Amazon,Local,8,Saturday,Personal,0
1269,604.0203426381107,Debit,Target,International,22,Tuesday,Business,0
1270,298.7459529222102,Debit,Target,Local,9,Wednesday,Business,0
1271,698.0320672652771,Debit,Target,Local,5,Tuesday,Personal,0
1272,861.5211732173125,Credit,Walmart,International,8,Monday,Business,0
1273,782.0524790044163,Credit,Amazon,International,17,Saturday,Business,0
1274,49.222637094873576,Debit,Amazon,Local,14,Tuesday,Personal,0
1275,485.70187778525064,Credit,Target,Local,3,Wednesday,Business,0
1276,113.88087663399313,Credit,Amazon,International,1,Monday,Personal,0
1277,249.6245657039022,Credit,Target,Local,5,Tuesday,Personal,0
1278,986.7959673,Debit,Amazon,International,16,Sunday,Business,0
1279,151.0705874724981,Credit,Target,International,6,Sunday,Business,0
1280,503.8992719168425,Credit,Target,International,22,Thursday,Personal,0
1281,621.9741769749379,Credit,Walmart,Local,22,Thursday,Business,0
1282,705.4403208,Debit,Target,International,19,Tuesday,Personal,0
1283,564.0521966520449,Credit,Walmart,Local,14,Tuesday,Personal,0
1284,19.673138944991823,Credit,Amazon,Local,23,Saturday,Personal,0
1285,333.1966952,Debit,Amazon,International,20,Sunday,Personal,0
1286,522.5345269508643,Credit,Walmart,Local,1,Saturday,Personal,0
1287,96.98783415338502,Debit,Amazon,Local,20,Wednesday,Personal,0
1288,357.12066189708895,Debit,Walmart,Local,11,Monday,Personal,0
1289,42.8710777,Debit,Amazon,Local,9,Tuesday,Business,0
1290,87.79271218347054,Debit,Walmart,Local,16,Monday,Business,0
1291,402.9540434395801,Debit,Walmart,International,17,Thursday,Personal,0
1292,141.38859650262975,Debit,Target,International,15,Monday,Business,0
1293,571.8654397789426,Credit,Amazon,Local,9,Friday,Business,0
1294,692.5703194458931,Debit,Target,International,7,Sunday,Personal,0
1295,802.5808321,Credit,Walmart,International,20,Wednesday,Personal,0
1296,208.1487418,Credit,Target,International,21,Sunday,Business,0
1297,175.80775643647905,Debit,Walmart,Local,12,Wednesday,Personal,0
1298,113.52216193105625,Credit,Amazon,Local,15,Monday,Business,0
1299,640.0659470482003,Credit,Amazon,International,7,Wednesday,Personal,0
1300,709.4109692220321,Credit,Amazon,International,11,Monday,Personal,0
1301,41.27028337738562,Debit,Walmart,International,16,Monday,Personal,0
1302,936.8501237812529,Credit,Target,Local,15,Thursday,Personal,0
1303,61.451570814957684,Credit,Amazon,Local,8,Sunday,Business,0
1304,545.8833719480598,Debit,Walmart,International,18,Monday,Personal,0
1305,711.9699142564073,Credit,Target,Local,16,Wednesday,Personal,1
1306,872.2594325086247,Credit,Walmart,Local,23,Friday,Personal,0
1307,716.9460628111035,Credit,Walmart,Local,7,Tuesday,Business,0
1308,803.7108022390939,Debit,Amazon,International,11,Wednesday,Business,0
1309,346.0556906,Credit,Walmart,Local,8,Friday,Personal,0
1310,816.6768626090471,Credit,Walmart,Local,5,Wednesday,Personal,0
1311,89.31369792082839,Debit,Target,International,9,Friday,Personal,0
1312,895.8684894999224,Debit,Amazon,International,8,Wednesday,Personal,0
1313,552.1164523921989,Debit,Walmart,International,3,Tuesday,Business,0
1314,819.1247922628688,Credit,Walmart,Local,10,Thursday,Business,0
1315,457.79510167311713,Debit,Target,Local,20,Thursday,Personal,0
1316,647.1419182445597,Debit,Walmart,Local,21,Tuesday,Personal,0
1317,531.1386343,Debit,Walmart,Local,5,Wednesday,Business,1
1318,734.2736265377786,Credit,Walmart,Local,17,Sunday,Personal,0
1319,90.81368221028369,Debit,Walmart,Local,3,Friday,Personal,0
1320,69.74856315065816,Debit,Walmart,International,11,Monday,Business,0
1321,254.6322017,Debit,Target,Local,8,Wednesday,Personal,0
1322,167.94923331205646,Debit,Walmart,Local,14,Tuesday,Business,0
1323,873.0657309262797,Debit,Walmart,International,22,Saturday,Personal,0
1324,227.02184748446388,Credit,Walmart,International,8,Thursday,Personal,0
1325,976.1066033,Credit,Walmart,Local,5,Thursday,Business,0
1326,343.5268338533958,Debit,Amazon,Local,10,Wednesday,Business,0
1327,190.2967365318123,Debit,Amazon,International,6,Friday,Business,0
1328,791.8015220710544,Debit,Amazon,Local,13,Sunday,Business,0
1329,662.1206977458673,Credit,Amazon,International,15,Sunday,Business,1
1330,503.2137592886076,Credit,Target,International,14,Tuesday,Business,0
1331,559.8099154,Credit,Amazon,Local,19,Tuesday,Personal,0
1332,722.0097604895412,Credit,Target,International,8,Friday,Personal,0
1333,236.17019391798573,Debit,Amazon,Local,18,Friday,Business,0
1334,996.3705768961745,Debit,Target,International,11,Sunday,Personal,0
1335,975.0452305253153,Debit,Amazon,International,10,Wednesday,Personal,0
1336,653.8224294834675,Debit,Walmart,International,7,Sunday,Business,0
1337,207.5470264198537,Credit,Amazon,Local,2,Wednesday,Personal,0
1338,683.4259600069784,Debit,Amazon,Local,18,Saturday,Business,0
1339,81.47642488938409,Credit,Amazon,Local,2,Thursday,Business,0
1340,40.345977183748005,Credit,Walmart,Local,2,Thursday,Business,0
1341,265.10605962610157,Debit,Target,Local,5,Friday,Business,0
1342,467.99672717192317,Credit,Target,Local,10,Monday,Business,0
1343,869.5897803542967,Credit,Walmart,International,19,Monday,Business,0
1344,729.8973790686449,Debit,Amazon,International,13,Monday,Business,0
1345,745.2794559879812,Credit,Amazon,Local,1,Tuesday,Business,0
1346,431.2384011035946,Credit,Amazon,Local,11,Wednesday,Personal,0
1347,352.4756426214933,Debit,Target,Local,15,Friday,Business,0
1348,377.32837535475664,Credit,Target,International,2,Thursday,Personal,0
1349,987.7730680986973,Credit,Walmart,Local,20,Monday,Business,0
1350,49.708099498357655,Debit,Walmart,Local,15,Thursday,Personal,0
1351,868.3611811612241,Credit,Target,Local,9,Wednesday,Business,0
1352,582.8886544866695,Debit,Amazon,International,19,Saturday,Business,0
1353,444.22926499769454,Credit,Amazon,International,4,Saturday,Personal,0
1354,728.0050838109852,Credit,Amazon,International,12,Friday,Personal,0
1355,491.80225201045585,Debit,Amazon,International,11,Monday,Business,0
1356,874.6890057,Debit,Walmart,Local,0,Monday,Business,0
1357,901.6948453711459,Credit,Walmart,Local,19,Saturday,Personal,0
1358,427.50371760472086,Debit,Target,Local,10,Friday,Business,0
1359,284.0595192627011,Credit,Walmart,International,18,Thursday,Personal,0
1360,596.4268253074287,Debit,Amazon,Local,14,Wednesday,Business,0
1361,913.2397122,Credit,Target,International,17,Saturday,Business,0
1362,218.5555671156099,Credit,Walmart,Local,15,Saturday,Personal,0
1363,626.7369177,Credit,Walmart,Local,6,Wednesday,Business,0
1364,635.2446178915953,Credit,Walmart,Local,9,Wednesday,Business,0
1365,735.7818921911281,Credit,Walmart,Local,15,Saturday,Business,0
1366,140.2520082759872,Debit,Walmart,International,16,Thursday,Personal,0
1367,718.6667150352677,Debit,Amazon,International,6,Thursday,Business,0
1368,909.9421954589845,Credit,Amazon,International,10,Monday,Personal,0
1369,187.88627778153955,Credit,Amazon,Local,16,Thursday,Personal,0
1370,245.16789167463887,Debit,Walmart,International,4,Tuesday,Personal,0
1371,971.6811431012231,Debit,Target,Local,0,Friday,Personal,0
1372,189.16718318239487,Debit,Amazon,Local,2,Thursday,Business,0
1373,855.8412424358834,Debit,Amazon,Local,15,Wednesday,Personal,0
1374,497.35507788355443,Debit,Walmart,Local,23,Thursday,Personal,0
1375,254.75876365914527,Credit,Target,Local,14,Monday,Business,0
1376,872.0424022597863,Credit,Amazon,International,3,Sunday,Business,0
1377,450.85220245263883,Debit,Amazon,International,11,Friday,Personal,0
1378,519.6691803903933,Debit,Target,Local,0,Friday,Personal,0
1379,365.64103570576805,Debit,Walmart,Local,16,Wednesday,Business,0
1380,597.0213429205781,Debit,Target,International,23,Friday,Business,0
1381,171.88863385917253,Debit,Walmart,Local,14,Tuesday,Business,0
1382,397.1707212852431,Debit,Amazon,International,23,Friday,Personal,0
1383,969.7181991119346,Debit,Target,Local,19,Saturday,Personal,0
1384,265.55209837411627,Debit,Target,International,19,Wednesday,Personal,0
1385,660.1692978958793,Debit,Amazon,Local,9,Friday,Business,0
1386,331.93816358244794,Credit,Amazon,International,10,Thursday,Personal,0
1387,775.7383944297346,Debit,Walmart,Local,17,Monday,Personal,0
1388,139.56492411116633,Debit,Amazon,Local,1,Saturday,Business,0
1389,970.1228346277593,Credit,Amazon,Local,5,Saturday,Personal,0
1390,459.25164596980284,Credit,Target,Local,15,Thursday,Business,0
1391,243.68995871299933,Credit,Walmart,Local,23,Sunday,Business,0
1392,82.76177985671254,Debit,Amazon,International,6,Saturday,Business,0
1393,178.06032603666534,Debit,Target,Local,22,Tuesday,Business,0
1394,524.5762090704575,Debit,Amazon,Local,18,Tuesday,Personal,0
1395,343.63314466697346,Debit,Amazon,Local,11,Monday,Personal,0
1396,830.5945322237834,Credit,Amazon,Local,17,Monday,Business,0
1397,436.57864842518785,Debit,Amazon,International,9,Monday,Personal,0
1398,256.2271298617536,Debit,Walmart,International,6,Monday,Personal,0
1399,620.9735367379898,Credit,Target,International,3,Friday,Business,0
1400,709.7094447165914,Debit,Target,Local,16,Saturday,Personal,0
1401,175.37148882194037,Debit,Amazon,Local,16,Thursday,Business,0
1402,175.94302412543448,Debit,Target,Local,3,Tuesday,Personal,0
1403,46.30471266420754,Debit,Amazon,Local,20,Friday,Personal,0
1404,739.0379949149841,Credit,Target,Local,4,Monday,Business,0
1405,667.1664823,Credit,Walmart,International,0,Wednesday,Business,1
1406,479.88456699231574,Credit,Walmart,International,18,Wednesday,Business,0
1407,845.7287444795052,Credit,Target,International,21,Thursday,Personal,0
1408,807.6134514205527,Debit,Amazon,Local,22,Tuesday,Personal,0
1409,589.5008207527846,Debit,Amazon,International,10,Sunday,Personal,0
1410,869.5885677081261,Debit,Amazon,International,0,Tuesday,Business,1
1411,213.78279793640056,Credit,Amazon,Local,7,Thursday,Personal,0
1412,120.8004232037506,Credit,Walmart,International,3,Sunday,Business,0
1413,277.0521154018197,Credit,Amazon,Local,21,Monday,Business,0
1414,66.51598753,Debit,Amazon,Local,14,Monday,Business,1
1415,535.8578327210217,Debit,Amazon,Local,16,Saturday,Personal,0
1416,937.2396353720119,Credit,Amazon,Local,17,Tuesday,Business,0
1417,48.95010526182455,Credit,Walmart,Local,2,Tuesday,Personal,0
1418,130.88881486992653,Debit,Target,International,17,Tuesday,Business,0
1419,457.67703800060093,Debit,Target,Local,6,Sunday,Business,0
1420,934.5362673526258,Debit,Amazon,Local,16,Monday,Personal,0
1421,322.9945439,Credit,Amazon,International,17,Wednesday,Business,0
1422,512.1624606015084,Credit,Target,Local,19,Thursday,Personal,0
1423,51.15713045988818,Credit,Walmart,Local,7,Thursday,Business,0
1424,156.85976895246796,Credit,Walmart,International,10,Friday,Personal,0
1425,986.7638217292584,Debit,Walmart,International,2,Friday,Business,0
1426,965.4675095,Debit,Walmart,Local,6,Wednesday,Business,0
1427,14.89058112506552,Debit,Walmart,International,14,Tuesday,Business,0
1428,952.2936675690066,Credit,Walmart,Local,9,Wednesday,Personal,0
1429,642.7287384373453,Debit,Walmart,International,11,Sunday,Business,0
1430,869.2391115748219,Debit,Walmart,International,11,Sunday,Business,0
1431,460.1924570775205,Debit,Walmart,Local,18,Friday,Personal,0
1432,520.4400682934577,Debit,Amazon,Local,18,Saturday,Personal,0
1433,493.9581145,Debit,Walmart,Local,14,Friday,Personal,0
1434,670.1956149706433,Credit,Amazon,International,20,Thursday,Personal,0
1435,148.25474220874978,Debit,Target,International,20,Sunday,Business,0
1436,39.67385397395117,Debit,Amazon,International,4,Wednesday,Business,0
1437,314.8506422,Credit,Target,Local,12,Monday,Business,0
1438,707.6339551092802,Credit,Amazon,International,8,Friday,Business,0
1439,209.83491760171887,Debit,Target,Local,21,Thursday,Business,0
1440,676.6981089916682,Debit,Amazon,Local,22,Tuesday,Personal,0
1441,970.2129256461977,Debit,Amazon,International,9,Wednesday,Business,0
1442,102.9617086315242,Debit,Target,International,7,Friday,Personal,0
1443,675.876097,Credit,Walmart,International,8,Monday,Business,0
1444,449.31271711152544,Debit,Walmart,International,5,Friday,Business,0
1445,869.4608318337303,Credit,Walmart,International,23,Monday,Personal,0
1446,185.37829155291206,Debit,Walmart,Local,17,Wednesday,Personal,0
1447,695.6996927039029,Debit,Walmart,International,9,Saturday,Business,0
1448,839.7341367516291,Debit,Amazon,Local,23,Monday,Business,0
1449,945.1680773,Credit,Walmart,International,14,Monday,Business,0
1450,686.4155480067493,Debit,Amazon,International,12,Thursday,Personal,0
1451,502.2030164,Debit,Target,Local,10,Saturday,Business,0
1452,621.6687677992018,Credit,Walmart,International,1,Wednesday,Personal,0
1453,870.2159346,Debit,Walmart,International,7,Friday,Personal,0
1454,574.9036491724414,Credit,Walmart,Local,17,Saturday,Personal,0
1455,40.08318909986849,Debit,Walmart,Local,2,Tuesday,Personal,0
1456,931.6392086,Credit,Amazon,International,22,Wednesday,Personal,0
1457,692.6314835212455,Credit,Amazon,International,2,Saturday,Personal,0
1458,679.7482519,Credit,Amazon,International,20,Wednesday,Personal,0
1459,223.5184009,Debit,Target,Local,6,Tuesday,Business,0
1460,662.2966155303307,Credit,Amazon,International,17,Friday,Personal,0
1461,399.9257615976169,Credit,Walmart,International,20,Sunday,Personal,0
1462,654.7206472710772,Debit,Target,International,20,Thursday,Business,0
1463,115.52710000491082,Credit,Target,Local,8,Saturday,Business,0
1464,661.2668515570057,Debit,Walmart,International,17,Friday,Personal,0
1465,999.4195885129599,Debit,Walmart,Local,0,Tuesday,Business,0
1466,57.72991847195047,Credit,Walmart,Local,3,Friday,Business,1
1467,977.4024423791042,Credit,Walmart,Local,3,Wednesday,Personal,0
1468,412.8388811156419,Debit,Amazon,Local,16,Thursday,Business,0
1469,872.0459158338865,Credit,Target,Local,22,Monday,Personal,0
1470,784.5616292176908,Credit,Walmart,International,1,Saturday,Business,0
1471,571.3460983768011,Credit,Amazon,Local,14,Friday,Personal,0
1472,741.0647171588132,Credit,Walmart,International,12,Monday,Business,0
1473,879.7304056883344,Debit,Amazon,International,8,Thursday,Personal,0
1474,410.09891843452266,Debit,Walmart,Local,6,Sunday,Personal,0
1475,333.7628299476063,Credit,Walmart,Local,11,Monday,Personal,0
1476,670.9174517079489,Debit,Walmart,Local,11,Friday,Personal,0
1477,809.7674825,Credit,Amazon,Local,13,Tuesday,Business,0
1478,764.6622834288496,Credit,Walmart,International,22,Saturday,Personal,0
1479,799.8355123700481,Credit,Amazon,International,14,Wednesday,Business,0
1480,441.2274816648037,Credit,Amazon,Local,0,Sunday,Business,0
1481,819.6558740132714,Debit,Target,Local,8,Wednesday,Personal,0
1482,129.00696481690235,Credit,Amazon,International,15,Saturday,Personal,0
1483,549.044207,Debit,Amazon,International,8,Monday,Business,0
1484,15.701073893140354,Credit,Amazon,Local,15,Wednesday,Business,0
1485,331.33997160126756,Debit,Amazon,International,1,Saturday,Personal,0
1486,372.7969195226839,Debit,Amazon,International,9,Saturday,Personal,0
1487,402.21096469316285,Debit,Target,International,17,Wednesday,Personal,0
1488,698.5125346229636,Debit,Walmart,Local,12,Tuesday,Personal,1
1489,394.6725202576423,Credit,Target,Local,1,Monday,Business,0
1490,454.2066863963054,Debit,Target,International,12,Tuesday,Personal,0
1491,245.1686895655842,Credit,Walmart,Local,23,Tuesday,Personal,0
1492,379.5192737130467,Debit,Amazon,International,2,Thursday,Business,0
1493,234.99693099051996,Debit,Walmart,International,14,Monday,Personal,0
1494,82.46396453,Debit,Amazon,Local,2,Sunday,Business,0
1495,607.4141074475641,Credit,Walmart,Local,22,Tuesday,Personal,1
1496,671.5306705694661,Debit,Target,International,9,Friday,Personal,0
1497,623.2954425495184,Credit,Amazon,Local,5,Wednesday,Personal,0
1498,468.85910336256666,Credit,Target,Local,22,Monday,Business,0
1499,385.98792237743754,Credit,Amazon,Local,21,Thursday,Personal,0
1500,864.7003131,Debit,Walmart,Local,13,Tuesday,Business,0
1501,523.8909672848558,Debit,Walmart,International,8,Friday,Personal,0
1502,484.3900588534337,Debit,Walmart,International,17,Wednesday,Personal,1
1503,35.38564514837133,Debit,Walmart,Local,7,Wednesday,Personal,0
1504,347.8353493498948,Debit,Walmart,International,5,Sunday,Business,0
1505,386.3936625979985,Debit,Target,Local,14,Friday,Personal,0
1506,404.83455308793145,Debit,Target,Local,13,Monday,Personal,0
1507,584.3706455,Credit,Amazon,Local,14,Wednesday,Personal,0
1508,538.2665212596097,Debit,Target,International,19,Wednesday,Business,0
1509,611.8260418655102,Credit,Amazon,International,5,Wednesday,Business,0
1510,767.2344289,Credit,Amazon,International,21,Saturday,Personal,0
1511,814.8558813289326,Debit,Target,Local,11,Tuesday,Business,0
1512,720.9418454642295,Debit,Target,International,9,Tuesday,Business,0
1513,955.9684589953854,Credit,Amazon,International,18,Wednesday,Personal,0
1514,28.050256849598014,Credit,Target,Local,7,Thursday,Business,1
1515,203.82020582671063,Debit,Target,Local,4,Saturday,Business,0
1516,17.48724623,Credit,Target,Local,9,Wednesday,Business,0
1517,650.999967,Credit,Walmart,Local,10,Monday,Business,0
1518,899.0502434604871,Credit,Walmart,International,19,Sunday,Personal,0
1519,251.0474736105363,Credit,Amazon,International,13,Sunday,Business,0
1520,927.7641993483436,Debit,Target,Local,13,Saturday,Personal,0
1521,69.66471638666525,Debit,Amazon,Local,1,Thursday,Personal,1
1522,935.0916665374591,Credit,Target,Local,16,Monday,Personal,0
1523,358.10646036723807,Credit,Walmart,Local,14,Friday,Personal,0
1524,110.40662016472434,Credit,Target,International,22,Friday,Business,0
1525,491.0130415944624,Debit,Target,Local,2,Tuesday,Business,0
1526,264.20880204330285,Debit,Target,Local,2,Saturday,Personal,0
1527,292.0241729423036,Credit,Walmart,International,2,Tuesday,Business,0
1528,314.2170652770237,Credit,Walmart,Local,2,Tuesday,Business,1
1529,804.9956388543368,Credit,Walmart,Local,17,Saturday,Personal,0
1530,543.7696639085019,Debit,Amazon,Local,5,Sunday,Personal,0
1531,318.1946221644436,Credit,Target,Local,13,Friday,Personal,0
1532,614.2304454778092,Credit,Walmart,Local,2,Saturday,Business,0
1533,718.9891674809617,Credit,Amazon,International,0,Monday,Personal,0
1534,279.89776072619844,Credit,Walmart,International,9,Thursday,Personal,0
1535,419.4136105,Credit,Target,International,12,Tuesday,Business,0
1536,130.66723240357808,Debit,Amazon,International,8,Sunday,Personal,0
1537,189.3378560393335,Debit,Walmart,Local,21,Friday,Business,0
1538,684.3066754,Debit,Walmart,Local,21,Tuesday,Business,0
1539,189.62396421867066,Credit,Amazon,Local,1,Sunday,Personal,0
1540,529.9117498303896,Debit,Amazon,Local,9,Wednesday,Personal,0
1541,711.9557991052084,Credit,Amazon,Local,11,Thursday,Personal,0
1542,115.80815386379639,Debit,Amazon,Local,18,Monday,Personal,0
1543,571.6390974326146,Debit,Amazon,International,2,Tuesday,Business,0
1544,263.99715586435013,Credit,Walmart,Local,18,Wednesday,Personal,0
1545,963.2976065,Credit,Amazon,Local,0,Wednesday,Personal,0
1546,488.71019025272545,Credit,Amazon,International,14,Sunday,Business,0
1547,807.9326242774065,Debit,Target,International,22,Thursday,Personal,0
1548,554.7242767346992,Credit,Walmart,Local,12,Friday,Personal,0
1549,52.97840752627097,Debit,Target,International,6,Friday,Business,0
1550,636.8198618380821,Debit,Walmart,International,1,Tuesday,Personal,0
1551,951.8893087845904,Debit,Walmart,Local,21,Tuesday,Business,0
1552,605.5957019448679,Credit,Walmart,Local,19,Friday,Personal,0
1553,820.9969708325223,Credit,Amazon,International,10,Monday,Personal,0
1554,885.3643987149237,Credit,Target,International,22,Monday,Business,0
